 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85
39	637.833	558.972	409.285	708.682	493.322	534.859	565.151	509.947	502.717	455.183	624.560	413.186	592.110	431.439	658.204	502.823	764.006	797.807	549.899	551.276	681.671	659.032	636.230	535.175	670.548	552.380	691.817	608.756	592.261	531.137	761.175	841.404	1046.754	542.643	653.877	685.043	589.592	579.353	510.332	530.684	567.447	906.543	786.628	614.254	738.123	589.251	452.941	602.193	649.995	590.170	761.216	521.126	479.144	440.086	811.709	754.498	552.312	923.163	2113.290	560.995	3310.052	528.328	612.188	601.815	1351.235	662.419	768.103	981.864	1178.451	1343.271	641.433	1411.554	318.693	348.662	381.639	494.354	484.690	697.908	516.423	638.081	421.767	534.441	661.377	776.374	585.114
40	614.830	539.051	383.608	721.991	511.695	600.427	527.878	443.898	553.371	502.978	575.011	408.036	608.496	451.253	665.795	469.873	730.906	738.352	563.431	516.293	604.385	689.695	702.059	669.665	724.991	523.296	640.306	556.134	569.640	466.793	727.644	827.317	923.174	543.574	664.830	706.451	528.115	525.332	442.590	557.524	526.727	777.239	817.068	653.216	739.360	618.338	542.495	665.643	698.266	564.466	724.049	649.782	465.038	537.403	796.437	720.393	561.507	907.539	2158.642	547.620	3113.105	437.259	601.900	525.148	1350.711	700.807	744.028	908.769	1204.115	1332.066	562.161	1461.181	308.720	348.470	363.816	479.476	471.839	728.724	576.586	630.805	448.033	532.388	503.555	818.022	573.034
41	526.505	544.404	391.427	801.794	539.442	567.115	554.365	490.474	527.414	456.455	618.434	446.189	670.802	410.603	650.803	462.036	812.299	781.435	595.598	564.307	691.680	620.516	688.620	573.801	665.942	535.417	638.214	655.129	509.715	530.927	692.270	882.643	963.369	560.389	633.343	706.459	558.815	543.523	534.529	484.291	545.642	860.464	747.043	592.686	762.319	645.680	501.170	664.609	603.326	615.735	861.099	693.802	508.817	472.817	737.382	785.356	515.922	911.988	2136.585	560.500	3331.622	539.262	646.149	492.737	1441.779	686.223	765.055	956.620	1128.340	1341.367	550.092	1465.366	304.746	409.658	376.180	558.543	479.615	624.957	588.172	662.794	424.901	586.622	582.729	865.658	521.418
42	583.667	490.262	398.366	712.057	531.420	586.167	612.484	500.943	540.816	429.315	596.372	394.030	649.361	397.552	676.005	458.950	707.234	783.576	562.959	514.013	654.517	614.293	673.632	614.659	680.305	496.977	609.915	599.622	573.575	472.035	657.482	757.636	908.171	557.168	663.038	664.837	463.652	513.844	471.602	550.005	542.569	890.007	779.380	630.450	753.829	638.632	438.269	581.466	651.839	584.651	687.047	631.084	600.986	455.861	798.650	695.043	553.479	897.568	2007.790	505.353	3183.443	464.497	652.797	526.157	1369.759	711.638	679.429	889.819	1095.427	1193.545	597.806	1474.416	312.535	385.079	348.619	479.269	488.505	713.940	589.971	666.681	453.755	584.093	542.918	879.977	546.834
43	604.723	552.463	403.821	732.561	483.799	558.003	559.392	467.635	508.859	432.239	603.997	432.094	687.131	444.913	653.489	460.293	734.171	791.876	588.108	496.575	740.127	701.969	628.584	535.179	679.671	565.990	661.324	570.488	513.944	479.326	720.472	864.920	879.896	515.680	558.818	680.954	621.415	545.670	541.795	536.961	547.364	892.377	812.967	548.400	796.760	599.136	491.425	641.695	679.064	670.232	669.362	647.149	446.772	476.410	732.403	663.460	552.388	869.763	2167.038	540.044	3070.482	489.127	610.164	600.476	1451.918	718.918	807.787	921.672	1112.458	1220.109	538.061	1505.367	298.011	395.632	359.574	497.499	545.903	654.487	524.833	666.779	462.471	559.990	514.421	717.057	509.608
44	549.465	538.900	387.539	709.699	512.221	604.503	510.857	483.082	521.000	454.289	655.598	400.953	706.232	436.499	686.726	499.828	761.228	908.129	601.645	524.051	686.443	667.166	779.007	582.216	666.542	549.549	627.564	547.633	534.717	520.456	610.757	761.854	946.797	503.269	585.311	715.838	591.393	505.614	462.375	544.777	532.574	1073.156	737.739	599.426	809.148	559.212	549.114	625.955	688.653	620.717	773.038	596.424	480.400	462.039	720.027	718.590	516.449	870.184	2183.571	541.964	3002.217	456.012	649.799	553.971	1678.531	655.683	782.972	939.508	1064.101	1330.992	512.803	1483.196	356.178	366.976	368.563	549.641	505.676	617.588	517.244	680.697	414.938	531.411	582.260	776.465	558.088
45	522.710	541.553	404.281	804.122	520.558	549.793	542.079	498.849	510.125	521.828	618.861	417.498	668.218	434.068	727.642	549.057	827.534	816.351	598.433	509.716	670.580	636.799	710.785	642.661	617.060	509.828	648.714	627.864	608.959	526.560	730.511	814.118	1015.265	552.031	678.201	694.198	606.687	556.626	487.573	540.095	493.041	1004.907	751.766	697.974	667.487	592.745	462.301	624.050	682.588	614.569	772.022	544.747	461.810	487.037	745.384	727.238	547.051	876.359	2248.611	506.961	3069.864	491.687	584.794	526.567	1387.847	686.466	680.695	952.650	1156.911	1287.225	638.883	1424.063	286.646	340.567	345.040	456.405	497.480	677.786	596.397	628.368	440.821	605.245	657.459	795.411	518.532
46	595.478	551.775	382.025	733.728	496.230	570.637	582.204	497.382	467.026	454.194	542.131	396.731	671.069	434.984	639.626	427.203	719.545	781.563	609.786	518.288	744.209	647.997	685.356	568.741	694.829	530.499	636.982	590.393	578.614	495.980	655.146	804.347	1008.000	561.620	628.453	654.460	552.552	517.693	463.573	493.088	521.103	832.294	780.571	628.242	744.545	635.043	489.501	628.351	686.515	597.723	640.778	657.864	511.096	485.866	731.993	748.066	537.488	855.453	2158.363	531.709	3185.448	483.624	543.405	492.596	1505.361	631.383	747.583	835.721	1051.673	1403.277	581.053	1403.026	317.350	376.356	389.344	455.279	488.027	734.083	524.784	579.832	399.033	607.182	630.839	828.386	531.906
47	599.693	553.193	402.555	734.708	506.204	566.823	573.108	490.166	467.895	500.682	581.560	416.827	555.839	413.703	659.933	507.210	638.589	733.665	572.602	541.092	677.160	745.084	659.752	679.456	665.285	533.666	618.242	541.233	534.990	550.724	700.838	839.516	925.876	499.038	671.896	663.927	605.135	551.019	569.039	539.400	573.956	864.194	827.872	613.738	850.684	575.524	439.739	618.024	620.996	646.554	809.742	608.141	462.569	455.903	706.039	722.496	539.328	814.657	2124.909	526.013	3035.679	495.123	578.822	546.120	1432.320	665.092	729.447	895.132	1111.128	1346.316	575.983	1489.751	288.217	349.941	352.551	502.516	494.097	678.327	607.979	692.363	436.008	521.028	523.178	812.253	500.546
48	541.060	544.564	409.554	689.878	441.497	549.282	505.489	521.236	515.036	522.519	533.095	439.727	623.144	443.684	647.129	493.744	706.474	837.413	574.055	525.958	738.083	666.042	647.503	610.895	667.422	529.951	599.806	617.975	578.432	487.222	696.320	803.213	964.474	551.928	678.462	713.650	532.983	539.232	460.578	518.639	565.172	860.803	760.391	597.192	703.995	635.214	477.657	624.881	611.909	642.758	756.915	542.044	449.054	455.500	777.032	740.728	570.491	901.974	2197.626	570.029	3056.840	479.305	590.760	515.499	1460.177	636.402	719.319	845.551	1063.540	1428.008	597.233	1413.654	312.252	370.834	378.312	487.191	491.592	728.727	575.249	621.605	474.422	573.678	543.940	809.690	493.401
49	541.674	567.088	407.324	693.100	554.535	519.778	519.048	508.186	490.824	564.292	577.057	411.030	567.560	402.158	635.868	534.157	744.040	791.780	601.681	532.866	683.206	678.134	661.403	568.156	656.463	552.874	579.071	621.723	509.826	482.330	708.395	899.694	888.987	568.887	656.497	693.434	574.098	525.984	519.553	509.316	567.205	949.983	767.538	668.930	789.903	625.460	509.612	564.198	687.301	624.782	742.189	630.874	441.329	430.118	756.481	691.044	521.486	846.681	2140.333	566.097	3051.831	476.843	596.193	531.576	1537.340	623.570	742.034	799.499	1142.893	1221.512	549.036	1430.628	293.602	374.144	373.286	487.183	494.490	714.513	588.737	681.455	454.523	594.329	661.760	856.954	493.619
50	589.640	535.212	410.494	809.339	491.906	590.627	636.018	501.520	534.275	500.205	564.456	389.663	527.194	450.402	563.350	461.604	686.714	815.499	554.490	548.485	713.493	582.738	683.026	596.618	691.289	549.009	644.664	648.007	562.812	524.342	653.647	813.711	838.376	544.061	584.412	679.328	529.325	551.751	423.602	509.851	487.749	947.045	774.228	627.142	819.624	675.636	423.838	595.894	625.408	641.879	722.723	602.414	528.394	470.803	783.446	732.876	575.723	905.517	2119.360	560.113	2938.223	485.473	538.006	477.778	1558.405	609.869	700.044	850.864	1118.680	1430.076	484.000	1451.993	293.228	338.870	359.507	508.460	465.604	562.323	590.445	645.896	437.825	605.017	579.888	876.244	532.376
51	522.516	529.982	426.554	738.049	505.572	524.849	525.717	537.162	497.576	442.909	612.019	453.042	611.885	393.487	645.707	527.243	739.290	826.777	550.120	504.592	684.353	691.885	687.278	586.690	688.219	572.485	637.412	587.252	599.196	451.962	662.765	810.978	808.571	487.444	667.465	698.770	581.607	489.314	474.424	483.795	557.389	907.616	792.342	579.024	806.254	645.495	478.539	535.492	694.020	578.517	711.405	654.327	529.483	459.477	758.730	712.845	540.932	828.294	2020.898	527.592	3175.537	422.364	558.074	510.399	1376.452	653.480	696.014	970.756	1078.711	1316.139	579.250	1411.247	299.748	356.170	380.551	467.506	498.441	675.814	519.677	591.812	442.949	565.161	570.967	883.579	547.722
52	522.412	499.274	410.028	771.947	489.578	554.855	549.669	450.484	517.499	456.696	628.544	421.602	578.649	416.881	612.694	469.656	648.835	756.539	538.822	498.090	731.104	655.730	641.945	594.259	692.382	560.538	584.685	581.216	606.213	516.362	741.750	775.038	881.681	523.708	614.692	689.212	563.777	531.381	472.393	491.916	559.033	932.256	848.073	659.172	822.769	622.655	491.445	594.294	677.140	662.033	679.266	601.490	495.483	474.025	721.950	685.027	514.890	901.890	2099.409	526.307	3115.807	456.354	533.169	491.804	1324.667	720.609	665.252	899.400	965.242	1308.439	622.642	1413.620	299.552	337.609	340.096	478.635	476.509	633.850	524.196	649.777	433.469	600.647	551.221	850.013	534.829
53	516.441	464.031	449.945	740.550	477.518	561.255	573.061	464.215	504.810	448.252	610.228	365.173	613.634	412.713	544.994	439.635	639.150	705.785	565.226	501.092	666.787	684.266	648.419	563.542	684.305	552.426	666.953	619.428	612.870	480.312	671.723	879.987	840.774	570.189	563.836	757.838	519.947	595.754	532.195	503.344	552.785	870.339	785.609	616.082	694.432	648.461	476.244	570.599	618.193	653.135	748.096	625.857	440.721	419.426	690.133	720.545	563.233	825.323	2051.895	532.841	3078.841	496.866	549.353	521.524	1520.276	625.164	768.294	791.641	1071.369	1390.293	576.797	1432.408	295.796	375.121	345.362	477.408	498.008	668.436	588.602	595.157	436.650	580.979	584.601	855.334	537.051
54	540.976	524.545	386.197	752.556	508.334	542.923	531.706	533.467	506.504	472.161	551.740	383.350	643.508	424.881	618.548	450.059	747.614	719.380	584.093	500.082	650.303	673.686	638.854	551.359	684.769	536.438	615.376	562.236	526.778	468.460	723.580	876.741	819.460	537.742	638.038	723.382	495.747	556.668	464.556	554.690	574.524	898.633	891.995	586.146	665.679	658.406	450.507	582.766	651.837	569.867	708.151	657.164	488.848	504.641	770.533	716.732	528.948	878.600	2082.943	571.252	3004.613	442.759	570.067	504.045	1435.082	631.286	703.335	844.812	1099.501	1292.582	561.247	1526.115	290.420	360.826	345.645	474.271	486.710	652.169	563.701	633.527	448.790	583.586	618.221	835.623	545.108
55	566.132	509.602	397.263	670.872	526.798	581.151	514.545	458.254	517.281	457.055	602.092	402.645	625.114	386.588	647.475	456.522	658.121	815.161	608.897	541.880	663.353	735.316	653.544	576.279	678.710	555.333	647.327	576.465	521.157	497.692	709.046	813.102	847.627	520.303	623.154	628.790	559.203	547.681	483.392	556.417	528.712	859.183	802.690	626.446	718.485	642.167	522.825	617.266	606.559	638.010	682.142	601.367	480.646	465.502	695.062	740.814	571.051	900.844	2128.167	548.700	3016.963	443.757	524.506	504.956	1561.323	682.033	710.374	809.475	1064.765	1259.312	588.433	1404.027	291.106	367.648	371.072	506.010	480.086	628.919	576.231	619.909	431.553	604.879	623.295	847.392	482.657
56	512.185	535.176	423.530	673.576	496.906	471.005	560.034	476.966	513.248	436.501	624.707	444.583	654.272	375.295	582.374	440.869	778.121	751.565	588.658	513.455	675.935	649.773	654.305	537.930	644.993	582.188	623.242	590.226	490.833	417.847	652.798	830.480	811.074	558.162	607.736	666.493	527.013	495.460	496.447	533.098	547.954	806.478	784.084	572.164	763.489	602.086	504.478	589.333	666.948	576.971	682.918	665.804	449.394	510.447	706.503	812.436	528.751	812.045	2231.104	495.228	2865.945	499.354	562.009	471.552	1452.289	669.033	685.305	857.084	1124.731	1230.840	598.617	1458.977	318.467	356.249	362.584	460.086	494.418	739.124	494.603	693.626	439.296	567.056	530.751	813.643	544.940
57	588.616	487.613	395.320	732.773	508.308	545.675	546.905	545.249	474.819	446.688	576.718	416.653	610.842	393.564	667.973	459.812	744.649	714.348	561.393	485.133	712.116	739.521	648.829	626.694	663.486	515.719	662.302	581.615	536.589	534.684	711.143	741.496	816.622	584.149	654.695	746.806	539.490	504.886	496.964	524.936	494.062	985.353	839.027	638.712	792.517	708.126	522.229	620.942	677.303	644.825	837.170	640.510	446.389	449.880	684.359	727.477	561.449	834.572	2100.939	519.161	3079.961	446.328	513.639	529.823	1583.170	663.622	687.835	795.106	1054.016	1341.539	651.603	1413.302	328.591	369.024	388.435	461.959	447.651	708.808	565.222	661.919	466.479	536.552	560.153	843.741	575.406
58	523.952	478.896	407.028	723.581	522.607	589.902	517.632	498.114	497.724	436.752	546.815	391.258	622.055	399.155	645.465	460.105	707.756	762.936	592.197	533.125	725.393	662.471	616.188	530.645	723.465	575.063	668.034	607.056	536.043	467.479	673.287	775.727	852.178	599.110	522.500	720.162	541.083	552.553	467.453	482.285	524.661	895.121	819.196	645.840	784.157	625.894	446.679	566.828	724.251	605.554	784.592	589.871	481.968	500.868	649.419	720.762	516.228	881.956	2061.562	513.222	3015.684	494.674	536.416	499.523	1376.034	632.527	744.672	782.212	1113.152	1369.781	536.350	1435.264	329.157	371.789	348.495	459.359	484.740	701.028	509.251	620.696	475.169	576.358	548.399	799.698	518.026
59	544.005	503.580	398.201	756.372	521.836	589.136	591.270	513.136	492.562	478.285	552.367	383.378	594.267	432.485	632.191	453.250	724.048	792.153	548.174	525.548	641.493	622.473	638.941	528.657	673.975	526.362	632.245	572.797	452.872	498.377	792.867	793.387	796.841	551.513	595.780	655.182	544.645	548.639	437.844	491.724	534.729	886.647	751.016	522.054	755.922	566.129	441.199	587.237	686.661	601.099	670.493	630.168	453.166	454.072	691.801	772.487	487.598	859.828	2118.094	571.229	3134.715	476.674	453.559	532.411	1316.010	602.544	808.601	840.894	1164.914	1320.979	540.831	1505.656	292.507	344.992	404.349	497.011	488.693	672.583	549.794	575.290	466.426	622.673	637.016	768.660	518.903
60	500.424	480.375	376.348	693.793	491.164	523.382	549.659	489.717	552.019	508.755	542.207	410.370	676.319	414.755	597.769	471.250	744.332	751.314	554.381	479.469	650.987	653.632	665.993	523.538	677.660	575.811	660.144	661.250	543.034	510.283	695.971	752.419	728.548	532.787	585.855	673.912	553.252	560.625	476.349	524.198	490.344	991.644	732.796	606.562	763.208	623.987	470.839	594.244	653.510	607.780	724.019	637.482	523.034	450.336	748.593	661.338	470.368	842.405	2173.221	500.331	3064.945	458.425	544.301	492.671	1292.173	624.397	644.876	883.121	1041.999	1442.611	538.094	1451.046	292.774	382.563	318.234	485.116	470.438	713.312	529.388	592.182	478.947	532.241	635.385	775.115	544.322
61	535.933	543.350	394.063	709.439	540.377	558.501	578.452	448.925	545.494	500.165	652.313	381.852	694.830	422.854	637.212	477.012	733.322	784.215	543.942	484.754	733.436	625.326	658.146	578.117	639.264	550.155	696.275	567.821	598.703	503.131	624.736	792.768	841.943	523.926	723.157	673.913	567.095	541.635	519.508	428.319	525.470	950.907	762.652	613.952	694.467	624.567	542.774	573.096	652.817	657.283	715.764	598.812	502.552	473.627	746.339	771.592	614.733	950.318	1985.800	545.181	3075.403	503.647	496.290	495.491	1301.034	632.941	653.759	945.844	1147.893	1308.381	552.414	1494.329	307.291	362.336	361.772	493.770	472.890	573.750	543.491	648.489	425.543	528.192	691.691	803.088	530.697
62	542.339	448.022	395.270	722.930	467.750	603.129	483.749	462.966	517.375	443.111	536.843	431.000	623.911	407.259	592.818	431.301	636.712	799.094	561.301	523.863	667.856	662.738	627.039	527.407	651.856	506.978	598.951	633.223	589.290	540.892	724.185	745.589	764.468	565.085	634.208	657.846	553.872	540.947	485.768	480.608	560.333	956.706	826.242	613.946	688.360	662.510	474.609	559.899	696.906	622.891	771.326	595.723	557.113	507.889	695.204	781.510	569.310	845.943	2112.164	575.743	2973.563	495.214	511.751	516.743	1410.738	604.495	767.011	872.905	1047.318	1326.379	542.472	1447.433	304.170	419.727	372.942	466.008	510.851	600.953	559.600	616.629	451.774	607.638	570.951	810.013	535.401
63	587.740	509.801	433.514	807.437	520.393	534.133	619.106	481.615	487.467	513.981	572.266	348.631	597.612	439.511	568.803	456.573	750.424	767.169	553.018	522.575	688.392	624.945	650.038	594.368	684.837	551.215	647.389	596.811	526.374	575.093	776.409	816.775	785.382	569.460	618.758	696.368	533.228	560.454	454.956	559.518	506.617	912.820	716.030	598.608	809.258	604.618	435.884	653.648	629.971	658.470	814.466	589.180	477.201	457.505	666.176	701.550	582.857	838.278	2082.438	542.084	2997.930	428.290	536.284	495.572	1353.092	718.889	717.771	902.127	1200.624	1349.154	562.144	1424.610	285.794	358.081	382.970	448.484	505.322	632.244	492.290	564.106	431.101	573.699	525.973	736.284	526.654
64	567.487	475.684	378.185	767.173	532.114	540.429	517.516	471.664	523.724	481.623	581.389	421.270	608.489	393.529	573.834	450.408	745.401	771.354	555.568	465.057	657.662	701.532	648.967	589.637	696.590	600.415	658.673	631.071	509.179	505.852	662.640	739.665	770.492	526.832	706.736	711.539	535.585	522.195	467.508	566.344	494.720	850.446	784.641	638.278	651.005	591.057	495.291	597.839	615.753	612.583	817.016	576.960	452.998	442.461	717.664	711.912	588.371	892.534	2095.482	532.739	2887.471	463.090	502.489	551.739	1590.786	681.339	672.225	726.220	1088.491	1330.510	646.794	1470.256	319.096	378.119	350.414	466.679	514.709	633.968	567.590	648.014	428.220	551.937	547.161	793.388	555.970
65	528.506	465.223	381.608	752.002	561.265	573.318	550.198	454.969	493.865	469.726	633.169	427.258	639.390	457.152	668.594	488.575	757.672	743.646	593.288	526.889	707.702	612.371	717.166	567.842	686.567	569.392	700.071	613.604	549.106	486.133	673.270	787.985	805.460	506.244	655.217	629.325	607.852	617.860	488.376	553.879	498.574	975.716	716.291	609.684	767.300	645.521	451.011	649.744	639.043	579.782	805.647	706.045	518.584	442.685	694.629	720.801	532.963	851.591	2236.615	504.654	2924.156	492.281	540.667	552.258	1725.741	716.944	755.656	780.073	1039.213	1291.576	633.447	1451.503	314.531	366.524	343.333	490.998	519.527	680.842	551.036	654.015	419.745	563.712	594.153	807.643	507.880
